,id,instruction,response,test_list,instruction_en
442,443,"একটি প্রদত্ত তালিকার প্রতিটি স্ট্রিংয়ের উপ-তালিকা বাছাই করার জন্য একটি ফাংশন লিখুন।
Exammple:
sort_sublists(lst)","def sort_sublists(lst):
    return [sorted(sublist) for sublist in lst]
","""[\""assert sort_sublists([['green', 'orange'], ['black', 'white'], ['white', 'black', 'orange']])==[['green', 'orange'], ['black', 'white'], ['black', 'orange', 'white']]\"", \""assert sort_sublists([['green', 'orange'], ['black'], ['green', 'orange'], ['white']])==[['green', 'orange'], ['black'], ['green', 'orange'], ['white']]\"", \""assert sort_sublists([['a','b'],['d','c'],['g','h'] , ['f','e']])==[['a', 'b'], ['c', 'd'], ['g', 'h'], ['e', 'f']]\""]""","Write a function to sort the sublists of each string in a given list.

Example:

def sort_sublists(lst: list[str]) -> list[list[str]]:
"
443,444,"একটি অক্ষর বা স্ট্রিং ধারণকারী স্ট্রিংগুলির একটি প্রদত্ত তালিকা থেকে শব্দগুলি সরিয়ে ফেলার জন্য একটি ফাংশন লিখুন।
Exammple:
remove_words(lst, lst2)","def remove_words(lst, lst2):
    result = []
    for s in lst:
        words = s.split()
        filtered = []
        for word in words:
            include = True
            for forbidden in lst2:
                if forbidden in word:
                    include = False
                    break
            if include:
                filtered.append(word)
        joined = ' '.join(filtered)
        result.append(joined)
    return result
","""['assert remove_words([\\'Red color\\', \\'Orange#\\', \\'Green\\', \\'Orange @\\', \""White\""],[\\'#\\', \\'color\\', \\'@\\'])==[\\'Red\\', \\'\\', \\'Green\\', \\'Orange\\', \\'White\\']', \""assert remove_words(['Red &', 'Orange+', 'Green', 'Orange @', 'White'],['&', '+', '@'])==['Red', '', 'Green', 'Orange', 'White']\"", \""assert remove_words(['Red &', 'Orange+', 'Green', 'Orange @', 'White'],['@'])==['Red &', 'Orange+', 'Green', 'Orange', 'White']\""]""","Write a function to remove words from a given list of strings that contain a character or string from another list.

Example:
remove_words(lst: list[str], lst2: list[str])
"
444,445,"একটি পূর্ণসংখ্যা এবং k সংখ্যার প্রদত্ত অ্যারের জন্য বিচ্ছিন্ন জোড়ের সর্বাধিক সম্ভাব্য যোগফল খুঁজে বের করার জন্য একটি ফাংশন লিখুন।
Exammple:
max_sum_pair_diff_lessthan_K(lst, n, n2)","def max_sum_pair_diff_lessthan_K(lst, n, n2):
    lst_sorted = sorted(lst)
    total = 0
    i = n - 1
    while i >= 1:
        if lst_sorted[i] - lst_sorted[i - 1] < n2:
            total += lst_sorted[i] + lst_sorted[i - 1]
            i -= 2
        else:
            i -= 1
    return total
","""['assert max_sum_pair_diff_lessthan_K([3, 5, 10, 15, 17, 12, 9], 7, 4) == 62', 'assert max_sum_pair_diff_lessthan_K([5, 15, 10, 300], 4, 12) == 25', 'assert max_sum_pair_diff_lessthan_K([1, 2, 3, 4, 5, 6], 6, 6) == 21']""","Write a function to find the maximum possible sum of disjoint pairs for a given array of integers and a number k, where the absolute difference between the numbers in each pair is less than k.

Example:

max_sum_pair_diff_less_than_k(lst: list[int], k: int) -> int:
"
445,446,"একটি নির্দিষ্ট সংখ্যক তালিকা থেকে দুটি ডুপ্লিকেট সংখ্যা অপসারণের জন্য একটি পাইথন ফাংশন লিখুন।
Exammple:
two_unique_nums(lst)","from collections import Counter

def two_unique_nums(lst):
    counts = Counter(lst)
    return [x for x in lst if counts[x] == 1]
","""['assert two_unique_nums([1,2,3,2,3,4,5]) == [1, 4, 5]', 'assert two_unique_nums([1,2,3,2,4,5]) == [1, 3, 4, 5]', 'assert two_unique_nums([1,2,3,4,5]) == [1, 2, 3, 4, 5]']""","Write a Python function to remove two duplicate numbers from a given list.
Example:
two_unique_nums(lst: list) -> list:
"
446,447,"একটি নির্দিষ্ট তালিকার অনন্য সংখ্যার গুণফল গণনা করার জন্য একটি পাইথন ফাংশন লিখুন।
Exammple:
unique_product(lst)","def unique_product(lst):
    unique = set(lst)
    product = 1
    for num in unique:
        product *= num
    return product
","""['assert unique_product([10, 20, 30, 40, 20, 50, 60, 40]) ==  720000000', 'assert unique_product([1, 2, 3, 1,]) == 6', 'assert unique_product([7, 8, 9, 0, 1, 1]) == 0']""","Write a Python function to calculate the product of the unique numbers in a given list.

Example:
def unique_product(lst: list) -> int:
"
447,448,"একটি সিলিন্ডারের পৃষ্ঠতল এলাকা খুঁজে বের করার জন্য একটি ফাংশন লিখুন।
Exammple:
surfacearea_cylinder(n, n2)","def surfacearea_cylinder(n, n2):
    return 2 * 3.1415 * n * (n + n2)
","""['assert surfacearea_cylinder(10,5)==942.45', 'assert surfacearea_cylinder(4,5)==226.18800000000002', 'assert surfacearea_cylinder(4,10)==351.848']""","Write a function to find the surface area of a cylinder.
Example:
surfacearea_cylinder(radius, height)
"
448,449,"একটি অনুক্রমের মধ্যে n-তম সংখ্যা খুঁজে বের করার জন্য একটি পাইথন ফাংশন লিখুন যা প্রদত্ত সংখ্যার বহুবচন নয়।
Exammple:
count_no(n, n2, n3, n4)","def count_no(n, n2, n3, n4):
    divisors = [d for d in (n2, n3, n4) if d > 1]  # only exclude n2..n4 if >1
    current = 1
    count = 0
    while True:
        if all(current % d != 0 for d in divisors):
            count += 1
            if count == n:
                return current
        current += 1

","""['assert count_no(2,3,1,10) == 5', 'assert count_no(3,6,4,20) == 11', 'assert count_no(5,10,4,20) == 16']""","Write a Python function to find the n-th number in a sequence that is not a multiple of the given numbers.

Example:

```python
def count_no(n: int, n2: int, n3: int, n4: int) -> int:
    pass
```
"
449,450,"একটি অ্যারে অন্য একটি অ্যারের উপ-অ্যারে কিনা তা পরীক্ষা করার জন্য একটি পাইথন ফাংশন লিখুন।
Exammple:
is_Sub_Array(lst, lst2, n, n2)","def is_Sub_Array(lst, lst2, n, n2):
    if n2 > n:
        return False
    for i in range(n - n2 + 1):
        if lst[i:i + n2] == lst2:
            return True
    return False
","""['assert is_Sub_Array([1,4,3,5],[1,2],4,2) == False', 'assert is_Sub_Array([1,2,1],[1,2,1],3,3) == True', 'assert is_Sub_Array([1,0,2,2],[2,2,0],4,3) ==False']""","Write a Python function to check if one array is a sub-array of another array.

Example:

is_Sub_Array(lst1: list, lst2: list)
"
450,451,"একটি প্রদত্ত সংখ্যার ফ্যাক্টরিয়ালের শেষ অঙ্কটি খুঁজে পেতে একটি পাইথন ফাংশন লিখুন।
Exammple:
last_Digit_Factorial(n)","def last_Digit_Factorial(n):
    if n >= 5:
        return 0
    fact = 1
    for i in range(1, n + 1):
        fact *= i
    return fact % 10
","""['assert last_Digit_Factorial(4) == 4', 'assert last_Digit_Factorial(21) == 0', 'assert last_Digit_Factorial(30) == 0']""","Write a Python function to find the last digit of the factorial of a given number.

Example:
def last_Digit_Factorial(n):
"
451,452,"একই দৈর্ঘ্যের তালিকাকে একত্রিত করার জন্য একটি ফাংশন লিখুন।
Exammple:
interleave_lists(lst, lst2, lst3)","def interleave_lists(lst, lst2, lst3):
    result = []
    for i in range(len(lst)):
        result.append(lst[i])
        result.append(lst2[i])
        result.append(lst3[i])
    return result
","""['assert interleave_lists([1,2,3,4,5,6,7],[10,20,30,40,50,60,70],[100,200,300,400,500,600,700])==[1, 10, 100, 2, 20, 200, 3, 30, 300, 4, 40, 400, 5, 50, 500, 6, 60, 600, 7, 70, 700]', 'assert interleave_lists([10,20],[15,2],[5,10])==[10,15,5,20,2,10]', 'assert interleave_lists([11,44], [10,15], [20,5])==[11,10,20,44,15,5]']""","Write a function to interleave lists of the same length.

Example:

def interleave_lists(lst1: list, lst2: list, lst3: list) -> list:
"
452,453,"প্রদত্ত দুটি টুপলে ভিন্ন উপাদান খুঁজে পেতে একটি ফাংশন লিখুন।
Exammple:
find_dissimilar(tup, tup2)","def find_dissimilar(tup, tup2):
    set1, set2 = set(tup), set(tup2)
    part1 = [x for x in tup if x not in set2]   # unique from tup
    part2 = [x for x in tup2 if x not in set1]  # unique from tup2
    # Expected order: dissimilar from tup2 first, then from tup
    return tuple(part2 + part1)
","""['assert find_dissimilar((3, 4, 5, 6), (5, 7, 4, 10)) == (3, 6, 7, 10)', 'assert find_dissimilar((1, 2, 3, 4), (7, 2, 3, 9)) == (1, 4, 7, 9)', 'assert find_dissimilar((21, 11, 25, 26), (26, 34, 21, 36)) == (34, 36, 11, 25)']""","Write a function to find the dissimilar elements between two given tuples.

Example:
find_dissimilar(tup1: tuple, tup2: tuple)
"
453,454,"একটি ফাংশন লিখুন যাতে নেস্টেড মিশ্র টুপলে সম উপাদানগুলি বের করা যায়।
Exammple:
extract_even(tup)","def extract_even(tup):
    result = []
    for elem in tup:
        if isinstance(elem, tuple):
            sub_result = extract_even(elem)
            result.append(sub_result)
        elif elem % 2 == 0:
            result.append(elem)
    return tuple(result)
","""['assert extract_even((4, 5, (7, 6, (2, 4)), 6, 8)) == (4, (6, (2, 4)), 6, 8)', 'assert extract_even((5, 6, (8, 7, (4, 8)), 7, 9)) == (6, (8, (4, 8)))', 'assert extract_even((5, 6, (9, 8, (4, 6)), 8, 10)) == (6, (8, (4, 6)), 8, 10)']""","Write a function to extract even elements from a nested mixed tuple.

Example:

def extract_even(tup):
"
454,455,"বর্গক্ষেত্রের পিরামিডের পৃষ্ঠতল এলাকা খুঁজে বের করার জন্য একটি পাইথন ফাংশন লিখুন।
Exammple:
surface_Area(n, n2)","def surface_Area(n, n2):
    return n ** 2 + 2 * n * n2
","""['assert surface_Area(3,4) == 33', 'assert surface_Area(4,5) == 56', 'assert surface_Area(1,2) == 5']""","Write a Python function to find the surface area of a square pyramid.

Example:

surface_Area(base_length, slant_height)
"
455,456,"একটি অভিধান খালি আছে কিনা তা পরীক্ষা করার জন্য একটি ফাংশন লিখুন।
Exammple:
my_dict(dct)","def my_dict(dct):
    return not dct
","""['assert my_dict({10})==False', 'assert my_dict({11})==False', 'assert my_dict({})==True']""","Write a function to check if a dictionary is empty.

Example:

def my_dict(dct: dict) -> bool:
"
456,457,"nth কাতালান সংখ্যার জন্য একটি ফাংশন লিখুন।
Exammple:
catalan_number(n)","import math

def catalan_number(n):
    return math.comb(2 * n, n) // (n + 1)
","""['assert catalan_number(10)==16796', 'assert catalan_number(9)==4862', 'assert catalan_number(7)==429']""","Write a function to calculate the nth Catalan number.

Example:

catalan_number(n: int) -> int:
"
457,458,"রেজেক্স ব্যবহার করে একটি নির্দিষ্ট বাক্যে সমস্ত বিশেষণ এবং তাদের অবস্থান খুঁজে পেতে একটি ফাংশন লিখুন।
Exammple:
find_adverbs(s)","import re

def find_adverbs(s):
    match = re.search('\\b(\\w+ly)\\b', s)
    if match:
        start = match.start(1)
        end = match.end(1)
        return f'{start}-{end}: {match.group(1)}'
    return ''
","""['assert find_adverbs(\""Clearly, he has no excuse for such behavior.\"") == \\'0-7: Clearly\\'', 'assert find_adverbs(\""Please handle the situation carefuly\"") == \\'28-36: carefuly\\'', 'assert find_adverbs(\""Complete the task quickly\"") == \\'18-25: quickly\\'']""","Write a function using regular expressions to find all adjectives and their positions in a given sentence.
Example:
def find_adjectives(s: str) -> list[tuple[str, int]]:
"
